IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6017;DISP_Q117;DISP_MED17;DISP_Q317;DISP_EQ17;DISP_D117;DISP_D217;DISP_D317;DISP_D417;DISP_D617;DISP_D717;DISP_D817;DISP_D917;DISP_RD17;DISP_S80S2017;DISP_GI17;DISP_PACT17;DISP_PTSA17;DISP_PCHO17;DISP_PBEN17;DISP_PPEN17;DISP_PPAT17;DISP_PPSOC17;DISP_PPFAM17;DISP_PPMINI17;DISP_PPLOGT17;DISP_PIMPOT17;DISP_NOTE17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910102;centre ville 2;02691;Saint-Quentin;17,1;14700;23330;37920;0,99;10000;13430;16430;20090;27490;33550;41930;60080;6,0;7,7;0,40;78,6;54,8;2,8;21,0;25,4;14,0;5,5;1,4;2,3;1,8;-23,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910103;centre ville 3;02691;Saint-Quentin;30,2;11510;16980;25440;0,82;8850;10770;12660;14650;19070;22530;28130;38610;4,4;6,1;0,37;71,4;59,2;3,5;8,7;23,9;12,1;10,8;2,2;5,1;3,5;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910104;centre ville 4;02691;Saint-Quentin;27,4;12030;17250;25260;0,77;8960;11070;13180;14830;19960;23230;28560;37240;4,2;5,8;0,36;68,6;59,1;3,9;5,6;25,9;10,7;11,2;2,5;5,2;3,5;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910201;europe-remicourt 1;02691;Saint-Quentin;17,9;14290;19430;27000;0,65;10800;13160;15190;17390;21900;25010;29100;37250;3,4;4,2;0,29;72,3;62,4;3,4;6,5;29,1;7,7;7,4;2,2;3,1;2,1;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910202;europe-remicourt 2;02691;Saint-Quentin;17,0;14430;19660;25330;0,55;10470;13440;15680;17450;21270;23910;27110;32650;3,1;3,7;0,26;68,2;61,8;2,6;3,8;34,3;7,2;6,1;2,1;2,4;1,6;-15,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910203;europe-remicourt 3;02691;Saint-Quentin;18,2;14290;19100;26200;0,62;9980;13160;15220;17170;21190;24220;28680;33570;3,4;4,3;0,29;57,2;49,2;3,2;4,8;42,5;9,3;7,3;2,1;3,0;2,2;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910204;europe-remicourt 4;02691;Saint-Quentin;49,5;9520;12730;17140;0,60;8010;9070;10110;11290;13960;15800;18730;22680;2,8;3,6;0,27;43,2;;;;31,0;6,7;28,3;8,6;11,7;8,0;-9,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910205;europe-remicourt 5;02691;Saint-Quentin;55,5;9510;11900;15320;0,49;7940;9010;10050;10780;13300;14660;16310;19340;2,4;2,8;0,21;41,0;;;;27,2;2,1;35,9;8,3;16,7;10,9;-6,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910206;europe-remicourt 6;02691;Saint-Quentin;48,1;10010;12890;17980;0,62;8440;9630;10630;11530;14830;16930;19270;23490;2,8;3,1;0,23;30,9;;;;51,5;4,3;22,0;5,9;9,5;6,6;-8,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910207;europe-remicourt 7;02691;Saint-Quentin;36,8;10850;14610;19590;0,60;8960;10190;11770;13190;16390;18390;21110;24770;2,8;3,1;0,23;37,5;;;;50,5;5,2;16,5;3,7;7,5;5,3;-9,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910208;europe-remicourt 8;02691;Saint-Quentin;16,3;15480;21010;28820;0,63;10390;14020;16470;18590;23550;27030;31010;39380;3,8;4,5;0,30;68,6;60,3;2,5;5,8;32,7;11,6;5,8;2,2;2,3;1,3;-18,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910209;europe-remicourt 9;02691;Saint-Quentin;20,3;13460;20070;29690;0,81;10260;12480;14680;17270;22880;27180;32910;41790;4,1;5,1;0,33;70,8;61,7;2,1;7,0;30,4;8,9;7,2;2,1;3,0;2,1;-17,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910301;isle 1;02691;Saint-Quentin;30,5;11560;15740;20590;0,57;8910;10710;12580;14200;17790;19640;21790;26490;3,0;3,7;0,26;65,9;57,4;5,1;3,4;25,9;4,4;15,5;4,1;7,0;4,4;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910302;isle 2;02691;Saint-Quentin;22,7;13280;18050;22140;0,49;9350;11880;14130;16030;19640;21350;23720;27940;3,0;3,5;0,24;63,6;56,5;3,7;3,4;36,0;5,2;8,4;2,5;3,8;2,1;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910303;isle 3;02691;Saint-Quentin;;11520;14860;19250;0,52;8850;10550;12380;13540;16690;18450;20350;23440;2,6;3,0;0,22;46,0;41,1;4,5;0,4;40,8;3,2;19,4;4,0;9,5;5,9;-9,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910304;isle 4;02691;Saint-Quentin;28,3;11940;16170;20950;0,56;9280;10930;12950;14500;18030;20100;22290;26220;2,8;3,5;0,25;57,9;50,2;4,7;3,0;32,9;5,6;15,1;4,3;6,5;4,3;-11,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910401;Saint-Martin-Oestres 1;02691;Saint-Quentin;25,0;12680;17300;22960;0,59;9350;11850;13430;15320;19400;21580;24640;29960;3,2;3,8;0,27;59,1;51,3;3,4;4,4;35,0;6,7;12,2;3,6;5,3;3,3;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910402;Saint-Martin-Oestres 2;02691;Saint-Quentin;27,3;12360;17080;21730;0,55;9090;11390;13140;15250;18760;20420;22880;27370;3,0;3,5;0,24;66,9;59,2;4,5;3,2;29,4;3,6;11,8;3,2;5,5;3,1;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910403;Saint-Martin-Oestres 3;02691;Saint-Quentin;21,0;13310;17990;22840;0,53;10110;12370;14420;16150;19490;21470;24280;28440;2,8;3,2;0,23;59,2;54,2;3,6;1,4;38,7;4,7;9,7;3,5;4,0;2,2;-12,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910501;vermandois 1;02691;Saint-Quentin;28,0;12100;16530;21040;0,54;9620;11390;13050;14740;18280;19960;22330;26720;2,8;3,4;0,24;60,9;54,5;4,1;2,3;32,0;5,7;13,5;3,8;6,2;3,5;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910502;vermandois 2;02691;Saint-Quentin;27,6;12130;17040;23180;0,65;9770;11300;12990;14870;19160;21680;25090;31830;3,3;3,8;0,28;65,3;57,3;3,2;4,8;28,6;7,4;12,5;4,0;5,4;3,1;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910503;vermandois 3;02691;Saint-Quentin;;9860;13180;17820;0,60;8080;9240;10540;11760;14760;16820;18900;22650;2,8;3,1;0,24;51,6;43,9;5,5;2,2;27,3;3,1;26,6;5,6;13,3;7,7;-8,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910504;vermandois 4;02691;Saint-Quentin;19,6;13670;19360;24660;0,57;10160;12720;14920;16850;20950;23380;26510;30790;3,0;3,6;0,25;57,3;50,0;2,3;5,0;42,2;5,6;8,5;3,1;3,5;1,9;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
026910601;Saint-Jean;02691;Saint-Quentin;24,3;12750;17640;23050;0,58;9420;11790;13800;15730;19540;21800;25160;30690;3,3;3,9;0,27;65,7;57,9;3,9;3,9;30,1;7,3;10,5;3,4;4,5;2,6;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220101;Presles 1;02722;Soissons;45,5;10070;13370;18590;0,64;8170;9340;10710;12060;15340;17370;19930;26290;3,2;3,9;0,28;44,1;36,5;5,4;2,2;38,5;7,3;20,8;6,3;8,4;6,1;-10,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220102;Presles 2;02722;Soissons;59,8;9340;11870;14810;0,46;7890;9020;9790;11040;12680;13880;16150;19480;2,5;2,8;0,21;49,4;;;;17,9;1,9;36,7;9,8;16,8;10,1;-5,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220103;Presles 3;02722;Soissons;47,4;10100;13020;17290;0,55;8290;9510;10940;11940;14390;16190;17970;21320;2,6;3,2;0,24;53,8;45,7;7,1;1,0;25,6;4,7;24,7;6,4;10,9;7,4;-8,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220201;Maupas;02722;Soissons;25,6;12510;16320;20670;0,50;9390;11560;13250;14920;17700;19490;21840;24770;2,6;3,0;0,21;53,7;;;;41,2;4,2;11,7;3,5;4,5;3,7;-10,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220301;Longues Baies;02722;Soissons;;18000;24030;30930;0,54;13310;16800;19010;21970;26380;29330;34350;43630;3,3;4,0;0,28;64,9;54,5;2,0;8,4;38,8;12,7;2,7;1,2;0,9;0,6;-19,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220401;Saint-Crépin;02722;Soissons;33,5;11450;14510;18800;0,51;8950;10680;12150;13400;16170;17690;19920;23740;2,7;3,0;0,22;47,6;41,8;5,5;0,3;37,3;4,4;19,8;3,8;10,1;5,9;-9,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220501;Centre 1;02722;Soissons;11,9;16680;22200;30640;0,63;12000;15560;17710;20050;24510;28070;32990;42140;3,5;4,4;0,30;66,9;58,0;2,0;6,9;33,7;14,6;4,3;1,7;1,5;1,1;-19,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220502;Centre 2;02722;Soissons;21,6;13430;18660;26300;0,69;9880;12210;14540;16880;21030;24370;28800;38620;3,9;5,1;0,33;59,4;47,6;3,2;8,6;36,7;11,7;8,3;1,8;3,9;2,6;-16,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220503;Centre 3;02722;Soissons;17,9;14190;20280;28920;0,73;10190;13210;15260;17740;22880;26310;32710;46640;4,6;5,8;0,35;68,2;52,5;2,8;12,9;29,5;17,5;5,8;1,6;2,3;1,9;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220601;Chevreux;02722;Soissons;;10300;13050;17450;0,55;8190;9330;10910;11900;14590;15850;18980;23440;2,9;3,3;0,24;57,4;;;;20,5;3,2;27,7;9,2;11,2;7,3;-8,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220701;Saint-Waast;02722;Soissons;15,0;14900;19900;26180;0,57;11310;13820;15910;17810;22180;24640;27560;32930;2,9;3,8;0,27;70,5;60,9;3,2;6,4;30,3;7,8;7,1;2,3;2,7;2,1;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220801;Saint-Medard;02722;Soissons;26,1;12520;16130;21320;0,55;9870;11680;13160;14860;17670;20050;22520;25740;2,6;3,1;0,23;68,1;60,3;5,5;2,3;25,2;5,7;13,6;4,1;5,4;4,1;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027220901;Gare;02722;Soissons;17,5;14620;20140;28140;0,67;9810;13400;15570;17590;23050;26220;30860;39940;4,1;5,1;0,32;68,5;59,1;2,8;6,6;30,2;13,3;6,0;1,9;2,4;1,7;-18,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380101;Quessy Centre;02738;Tergnier;23,8;12870;17620;22670;0,56;9800;12190;14240;15780;19380;21750;23850;28100;2,9;3,3;0,23;61,4;54,3;3,7;3,4;35,2;4,6;10,8;3,9;4,2;2,7;-12,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380102;Quessy Cité;02738;Tergnier;28,1;12450;15700;19680;0,46;10710;11750;12930;14630;16980;18530;21030;23590;2,2;2,5;0,19;66,6;;;;27,3;1,9;14,0;4,8;5,2;4,0;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380201;Vouel;02738;Tergnier;21,1;13340;17930;22970;0,54;9930;12510;14300;16020;19920;21890;24470;29180;2,9;3,2;0,23;61,9;54,4;4,0;3,5;34,5;4,5;10,7;3,0;4,6;3,1;-11,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380301;Tergnier 1;02738;Tergnier;21,1;13230;18150;23150;0,55;9930;12300;14320;16210;19880;21820;24900;29910;3,0;3,3;0,24;55,6;50,1;3,6;1,9;39,3;6,6;10,6;3,4;4,3;2,9;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380302;Tergnier 2;02738;Tergnier;34,3;11350;15590;20670;0,60;8970;10350;12200;13940;17450;19650;22010;26300;2,9;3,4;0,25;56,2;49,8;4,3;2,1;32,4;5,1;16,9;4,2;7,8;4,9;-10,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
027380401;Fargniers;02738;Tergnier;20,9;13600;18170;22770;0,50;10180;12480;14460;16330;19670;21410;24090;28130;2,8;3,1;0,22;62,4;56,2;3,8;2,4;35,3;5,1;9,2;3,2;3,6;2,4;-12,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100102;Avenue de Compiegne;02810;Villers-Cotterêts;15,3;15210;19130;24760;0,50;11130;13980;15930;17910;21110;23740;26380;31470;2,8;3,5;0,25;65,0;59,2;3,3;2,5;33,6;9,1;6,9;2,8;2,2;1,9;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100202;Chateau;02810;Villers-Cotterêts;13,8;15310;20110;26010;0,53;11520;14180;16390;18170;22060;24540;27990;35400;3,1;4,0;0,28;72,2;65,7;2,9;3,6;27,8;11,0;5,4;2,0;2,0;1,4;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100302;Pisseleux;02810;Villers-Cotterêts;7,6;16560;20580;24840;0,40;13430;15670;17360;19010;22090;23790;26710;31120;2,3;2,7;0,20;80,8;75,3;2,9;2,6;23,3;4,8;5,1;3,0;1,2;0,9;-14,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
028100401;Vivieres;02810;Villers-Cotterêts;28,0;12200;15780;19730;0,48;9370;11340;12960;14130;17350;18760;20980;25610;2,7;3,1;0,22;72,8;66,5;5,2;1,1;18,0;2,4;16,9;6,2;5,7;5,0;-10,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950101;Centre Historique;03095;Cusset;27,0;12210;17120;22990;0,63;9320;11260;13090;15160;19130;21430;24460;32440;3,5;4,4;0,30;51,8;40,0;3,4;8,4;40,8;11,0;11,1;2,5;5,3;3,3;-14,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950102;Montbeton-Les Joncheres;03095;Cusset;;13830;18980;25310;0,60;10810;12900;15070;16730;20980;23740;27370;33050;3,1;3,7;0,26;57,6;51,4;2,7;3,5;38,7;9,4;8,5;2,5;3,9;2,1;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950103;Presles-Puybesseau;03095;Cusset;25,5;12600;16690;21780;0,55;9080;11490;13390;15070;18460;20560;23250;28860;3,2;3,7;0,25;59,1;52,1;4,0;3,0;34,6;6,4;12,5;2,9;6,0;3,6;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950105;Champcourt-Zone Industrielle;03095;Cusset;11,2;16050;20210;25720;0,48;12150;14930;16750;18350;22110;24260;27280;32720;2,7;3,2;0,24;60,8;51,1;2,6;7,1;40,9;8,9;5,3;1,7;2,3;1,3;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950106;Zone Verte;03095;Cusset;;17510;22000;28180;0,49;13860;16490;18560;20090;24150;26380;30030;36290;2,6;3,0;0,22;67,5;59,4;2,5;5,6;36,1;10,5;3,0;1,4;1,1;0,5;-17,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
030950111;Boulaires-Graves-Chambon étendu;03095;Cusset;14,5;15110;19760;25180;0,51;11240;14090;16270;17890;21770;24100;27610;32530;2,9;3,4;0,25;56,0;48,3;2,6;5,1;43,3;9,0;6,3;2,1;2,5;1,7;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850101;Cité Bretonnie-Châtelet-Favières-Conches;03185;Montluçon;22,7;13180;19270;27350;0,74;9190;12020;14400;17010;21890;25260;30020;40840;4,4;6,3;0,37;63,9;49,1;3,2;11,6;30,6;17,7;8,3;1,6;4,1;2,6;-20,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850102;Dienat-Forges;03185;Montluçon;23,4;12880;18910;25440;0,66;9820;12010;14070;16270;21370;23680;27540;35560;3,6;4,7;0,31;62,3;50,7;4,0;7,6;34,8;10,5;9,4;1,6;4,8;3,0;-17,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850103;Chantoiseau-Faucheroux;03185;Montluçon;20,5;13520;18650;25370;0,64;10050;12470;14330;16510;20910;23770;27240;32260;3,2;3,8;0,27;58,3;53,0;3,1;2,2;36,3;10,6;9,3;1,9;4,7;2,7;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850104;Fours à Chaux;03185;Montluçon;19,6;13600;17790;22640;0,51;10460;12760;14680;16120;19530;21530;24080;27820;2,7;3,1;0,22;57,1;51,4;3,4;2,3;37,9;7,9;9,7;2,2;4,7;2,8;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850105;Montcourtais;03185;Montluçon;31,7;11540;16190;21410;0,61;8590;10570;12270;14350;18160;20090;22890;25900;3,0;3,5;0,24;50,2;45,6;3,7;0,9;39,8;7,3;13,8;3,4;6,7;3,7;-11,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850106;Ville Gozet;03185;Montluçon;31,5;11480;15520;20550;0,58;8940;10790;12350;13970;17210;19100;21940;26020;2,9;3,5;0,24;48,9;40,8;4,4;3,7;39,3;7,8;16,8;2,9;8,6;5,3;-12,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850108;Montgacher-Cordeliers;03185;Montluçon;15,3;14850;19650;25440;0,54;10500;13870;15920;17760;21510;24100;27700;32430;3,1;3,7;0,26;63,6;57,4;3,1;3,1;35,4;9,6;6,6;1,7;3,1;1,8;-15,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850110;Rimard-Marignon;03185;Montluçon;12,4;15700;21650;28980;0,61;11710;14820;16960;19600;24340;27440;30760;38280;3,3;4,0;0,28;61,2;50,9;2,2;8,1;40,5;10,5;4,7;1,5;1,9;1,3;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850111;Saint-Jean;03185;Montluçon;10,6;16960;22560;30620;0,61;12420;15670;18360;20670;25470;28450;33840;41660;3,4;4,1;0,28;61,6;50,5;2,0;9,1;40,1;12,1;4,1;1,5;1,6;1,0;-17,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850112;Les Iles-Buffon;03185;Montluçon;16,1;14570;19720;25280;0,54;11120;13370;15650;17620;21640;23820;26720;31900;2,9;3,3;0,24;58,3;52,9;2,6;2,8;40,9;8,1;7,2;2,5;2,8;1,9;-14,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850113;Fontbouillant;03185;Montluçon;30,7;11930;15950;21320;0,59;8970;10870;12590;14290;17970;20140;23050;26530;3,0;3,6;0,25;51,1;45,6;4,0;1,5;38,9;6,7;14,4;3,4;6,9;4,1;-11,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850114;La Caserne-Les Guineberts;03185;Montluçon;17,9;14210;19560;24790;0,54;10710;13190;15160;17550;21410;23400;26110;31130;2,9;3,4;0,24;57,0;51,7;3,0;2,3;40,2;8,3;8,2;1,9;4,0;2,3;-13,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850115;Bien Assis;03185;Montluçon;34,5;10940;15700;21190;0,65;8390;9930;11860;13640;17660;19750;22640;27380;3,3;3,7;0,26;41,1;36,6;3,3;1,2;44,1;7,9;17,8;3,4;9,1;5,3;-10,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850116;Marais-Villars;03185;Montluçon;21,0;13450;18330;23710;0,56;9930;12360;14660;16550;20190;22100;24990;28630;2,9;3,3;0,23;47,4;42,6;3,0;1,8;47,4;10,0;7,8;1,8;3,9;2,1;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031850117;Viviani-Dunlop;03185;Montluçon;31,6;11740;15880;20550;0,55;8980;10970;12480;14070;17470;19250;21820;25390;2,8;3,1;0,23;46,9;41,4;3,9;1,6;42,5;6,1;14,3;2,8;7,2;4,3;-9,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900101;Centre Historique;03190;Moulins;19,6;14110;19450;27560;0,69;10420;12730;15040;16990;22010;25190;30420;42030;4,0;5,2;0,33;69,2;56,4;3,8;9,0;28,2;12,3;7,8;1,1;4,0;2,7;-17,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900102;Centre Moderne;03190;Moulins;18,0;14160;19230;26670;0,65;10430;13000;15320;17400;21400;24730;29320;38160;3,7;4,7;0,31;60,0;50,8;3,1;6,1;35,5;13,9;6,7;1,2;3,2;2,3;-16,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900103;Les Gâteaux;03190;Moulins;;14210;18420;23090;0,48;10450;12930;15230;16930;20450;21940;24890;30210;2,9;3,2;0,22;67,2;62,2;3,2;1,8;29,9;6,6;9,3;2,3;4,3;2,7;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
031900104;Quartier Nord;03190;Moulins;26,6;12250;17030;22710;0,61;9490;11380;13230;15100;18540;21170;24070;28990;3,1;3,5;0,25;59,9;53,7;3,8;2,4;32,1;6,8;13,3;2,8;6,8;3,7;-12,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
